OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long,House damage,Personal impact,Intensity
MS230,MySay,Psychological & Social Support,Unknown,,,,33.88934328,35.5250001,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS231,MySay,Psychological & Social Support,Unknown,,,,33.89543916,35.53299589,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS232,MySay,Psychological & Social Support,Unknown,,,,34.02692684,35.6328598,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS233,MySay,Psychological & Social Support,Unknown,,,,33.64887033,35.44390301,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS234,MySay,Psychological & Social Support,Unknown,,,,33.88747077,35.51164193,Some damage,None of the above,
MS235,MySay,Psychological & Social Support,Unknown,,,,33.97862416,35.62722885,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS236,MySay,Psychological & Social Support,Unknown,,,,33.89065856,35.50035428,Some damage,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS237,MySay,Psychological & Social Support,Unknown,,,,33.98657562,35.64098898,I don't have a house in Beirut,The death of a relative/close family member (ex. brother),"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS238,MySay,Psychological & Social Support,Unknown,,,,33.9327204,35.47567444,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS239,MySay,Psychological & Social Support,Unknown,,,,33.89451245,35.50471824,Some damage,Permanent disability,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS240,MySay,Psychological & Social Support,Unknown,,,,33.89231789,35.52032501,Some damage,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS241,MySay,Psychological & Social Support,Unknown,,,,33.88978458,35.48932888,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS242,MySay,Psychological & Social Support,Unknown,,,,33.88795598,35.52656986,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS243,MySay,Psychological & Social Support,Unknown,,,,33.89993994,35.52714516,Total destruction,Permanent disability,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS244,MySay,Psychological & Social Support,Unknown,,,,34.39401151,35.89662326,I don't have a house in Beirut,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS245,MySay,Psychological & Social Support,Unknown,,,,33.88973565,35.50243312,Some damage,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS246,MySay,Psychological & Social Support,Unknown,,,,33.82402042,35.51043048,No,None of the above,4::Weak/ It felt like a slight earthquake
MS247,MySay,Psychological & Social Support,Unknown,,,,33.87285119,35.49286556,No,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS248,MySay,Psychological & Social Support,Unknown,,,,34.01222513,35.66119314,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS249,MySay,Psychological & Social Support,Unknown,,,,33.8463667,35.50193599,No,The death of a relative/close family member (ex. brother),2:: Very weak / I felt the vibrations because I was in upper floors
MS250,MySay,Psychological & Social Support,Unknown,,,,33.88809641,35.53671598,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS251,MySay,Psychological & Social Support,Unknown,,,,33.89663713,35.48206329,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS252,MySay,Psychological & Social Support,Unknown,,,,33.88737499,35.52085876,Some damage,The death of a relative/close family member (ex. brother),"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS253,MySay,Psychological & Social Support,Unknown,,,,33.9224618,35.61887326,Some damage,The death of a child,4::Weak/ It felt like a slight earthquake
MS254,MySay,Psychological & Social Support,Unknown,,,,33.89333117,35.54770699,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS255,MySay,Psychological & Social Support,Unknown,,,,33.84230933,35.48137322,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS256,MySay,Psychological & Social Support,Unknown,,,,33.87183161,35.50759472,No,Physical injury,2:: Very weak / I felt the vibrations because I was in upper floors
MS257,MySay,Psychological & Social Support,Unknown,,,,33.86138567,35.54067536,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS258,MySay,Psychological & Social Support,Unknown,,,,34.43355037,35.83709721,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS259,MySay,Psychological & Social Support,Unknown,,,,33.84452788,35.92384131,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS260,MySay,Psychological & Social Support,Unknown,,,,33.89298409,35.54980677,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS261,MySay,Psychological & Social Support,Unknown,,,,33.83726983,35.51431721,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS262,MySay,Psychological & Social Support,Unknown,,,,33.80690625,35.60207534,No,Permanent disability,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS263,MySay,Psychological & Social Support,Unknown,,,,33.34386266,35.42304836,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS264,MySay,Psychological & Social Support,Unknown,,,,33.70643144,35.91928599,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS265,MySay,Psychological & Social Support,Unknown,,,,33.27271311,35.22306222,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS266,MySay,Psychological & Social Support,Unknown,,,,33.87655715,35.50414113,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS267,MySay,Psychological & Social Support,Unknown,,,,33.89378735,35.52364826,No,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS268,MySay,Psychological & Social Support,Unknown,,,,33.89686663,35.52001038,No,Physical injury,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS269,MySay,Psychological & Social Support,Unknown,,,,33.82974599,35.89345531,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS270,MySay,Psychological & Social Support,Unknown,,,,33.89405242,35.50515618,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS271,MySay,Psychological & Social Support,Unknown,,,,33.89454923,35.53708954,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS272,MySay,Psychological & Social Support,Unknown,,,,33.86827921,35.59989721,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS273,MySay,Psychological & Social Support,Unknown,,,,33.88945206,35.50173129,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS274,MySay,Psychological & Social Support,Unknown,,,,33.56542835,35.37975311,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS275,MySay,Psychological & Social Support,Unknown,,,,33.89301168,35.52171349,Some damage,Relocation,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS276,MySay,Psychological & Social Support,Unknown,,,,33.89510538,35.50944328,Total destruction,Relocation,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS277,MySay,Psychological & Social Support,Unknown,,,,33.86568529,35.51719872,No,None of the above,4::Weak/ It felt like a slight earthquake
MS278,MySay,Psychological & Social Support,Unknown,,,,33.89385881,35.54073935,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS279,MySay,Psychological & Social Support,Unknown,,,,33.82474128,35.54238565,No,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS280,MySay,Psychological & Social Support,Unknown,,,,33.87595386,35.51694232,Some damage,Relocation,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS281,MySay,Psychological & Social Support,Unknown,,,,33.66875731,35.60135708,No,None of the above,4::Weak/ It felt like a slight earthquake
MS282,MySay,Psychological & Social Support,Unknown,,,,33.88223196,35.51107737,Some damage,Relocation,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS283,MySay,Psychological & Social Support,Unknown,,,,33.89803421,35.49934338,,,
MS284,MySay,Psychological & Social Support,Unknown,,,,33.87399267,35.5037238,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS285,MySay,Psychological & Social Support,Unknown,,,,33.89090185,35.50317764,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS286,MySay,Psychological & Social Support,Unknown,,,,33.88391924,35.51459312,Some damage,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS287,MySay,Psychological & Social Support,Unknown,,,,34.23984408,35.98356022,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS288,MySay,Psychological & Social Support,Unknown,,,,33.89898741,35.584271,No,None of the above,4::Weak/ It felt like a slight earthquake
MS289,MySay,Psychological & Social Support,Unknown,,,,33.8914244,35.50517289,Some damage,Physical injury,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS290,MySay,Psychological & Social Support,Unknown,,,,33.90249368,35.57952812,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS291,MySay,Psychological & Social Support,Unknown,,,,33.8797796,35.49669861,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS292,MySay,Psychological & Social Support,Unknown,,,,33.87921525,35.54144165,No,Permanent disability,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS293,MySay,Psychological & Social Support,Unknown,,,,33.88160346,35.51897049,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS294,MySay,Psychological & Social Support,Unknown,,,,33.86875948,35.52167756,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS295,MySay,Psychological & Social Support,Unknown,,,,33.89243144,35.54264233,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS296,MySay,Psychological & Social Support,Unknown,,,,33.82434819,35.60032897,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS297,MySay,Psychological & Social Support,Unknown,,,,33.89173161,35.53767038,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS298,MySay,Psychological & Social Support,Unknown,,,,33.85692761,35.57100197,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS299,MySay,Psychological & Social Support,Unknown,,,,34.32490797,35.7327994,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS300,MySay,Psychological & Social Support,Unknown,,,,33.89346656,35.47922752,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS301,MySay,Psychological & Social Support,Unknown,,,,33.97568055,35.64393997,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS302,MySay,Psychological & Social Support,Unknown,,,,33.89812606,35.57412242,,,
MS303,MySay,Psychological & Social Support,Unknown,,,,33.89392984,35.50374627,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS304,MySay,Psychological & Social Support,Unknown,,,,33.89451984,35.51538974,Some damage,Physical injury,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS305,MySay,Psychological & Social Support,Unknown,,,,33.86419395,35.52032332,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS306,MySay,Psychological & Social Support,Unknown,,,,33.88802516,35.49447656,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS307,MySay,Psychological & Social Support,Unknown,,,,33.89140217,35.67457548,I don't have a house in Beirut,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS308,MySay,Psychological & Social Support,Unknown,,,,33.83516823,35.91175078,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS309,MySay,Psychological & Social Support,Unknown,,,,33.89365751,35.50420326,No,Physical injury,4::Weak/ It felt like a slight earthquake
MS310,MySay,Psychological & Social Support,Unknown,,,,33.27028979,35.20199296,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS311,MySay,Psychological & Social Support,Unknown,,,,33.89556847,35.51708221,Some damage,Physical injury,4::Weak/ It felt like a slight earthquake
MS312,MySay,Psychological & Social Support,Unknown,,,,33.89318515,35.50273636,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS313,MySay,Psychological & Social Support,Unknown,,,,34.31902102,35.72648969,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS314,MySay,Psychological & Social Support,Unknown,,,,33.90155278,35.52360535,Total destruction,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS315,MySay,Psychological & Social Support,Unknown,,,,33.95949445,36.006278,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS316,MySay,Psychological & Social Support,Unknown,,,,33.8792537,35.54551866,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS317,MySay,Psychological & Social Support,Unknown,,,,34.04957366,35.64377054,I don't have a house in Beirut,Physical injury,4::Weak/ It felt like a slight earthquake
MS318,MySay,Psychological & Social Support,Unknown,,,,33.98781273,35.68534982,I don't have a house in Beirut,Physical injury,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS319,MySay,Psychological & Social Support,Unknown,,,,34.43421389,35.86960218,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS320,MySay,Psychological & Social Support,Unknown,,,,33.83626912,35.91408159,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS321,MySay,Psychological & Social Support,Unknown,,,,33.87734065,35.4856645,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS322,MySay,Psychological & Social Support,Unknown,,,,33.95527248,35.61326623,No,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS323,MySay,Psychological & Social Support,Unknown,,,,33.88975964,35.49949761,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS324,MySay,Psychological & Social Support,Unknown,,,,33.8887129,35.48929565,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS325,MySay,Psychological & Social Support,Unknown,,,,33.86272321,35.52816954,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS326,MySay,Psychological & Social Support,Unknown,,,,33.83539727,35.63897034,No,None of the above,4::Weak/ It felt like a slight earthquake
MS327,MySay,Psychological & Social Support,Unknown,,,,33.92847809,35.59475619,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS328,MySay,Psychological & Social Support,Unknown,,,,33.80807215,35.5985224,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS329,MySay,Psychological & Social Support,Unknown,,,,34.30340899,35.89188882,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS330,MySay,Psychological & Social Support,Unknown,,,,33.96035377,35.49947354,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS331,MySay,Psychological & Social Support,Unknown,,,,33.78347187,35.58735647,Total destruction,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS332,MySay,Psychological & Social Support,Unknown,,,,33.88004836,35.49828626,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS333,MySay,Psychological & Social Support,Unknown,,,,33.82930659,35.50811698,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS334,MySay,Psychological & Social Support,Unknown,,,,33.87085205,35.48914433,,,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS335,MySay,Psychological & Social Support,Unknown,,,,33.65497461,35.61269637,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS336,MySay,Psychological & Social Support,Unknown,,,,34.43429147,35.83593197,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS337,MySay,Psychological & Social Support,Unknown,,,,33.88120264,35.53503156,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS338,MySay,Psychological & Social Support,Unknown,,,,34.14125507,35.64003468,I don't have a house in Beirut,Relocation,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS339,MySay,Psychological & Social Support,Unknown,,,,33.89281885,35.52531123,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS340,MySay,Psychological & Social Support,Unknown,,,,33.87260274,35.56285079,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS341,MySay,Psychological & Social Support,Unknown,,,,33.89354383,35.51883434,Some damage,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS342,MySay,Psychological & Social Support,Unknown,,,,33.90431325,35.57641268,,,
MS343,MySay,Psychological & Social Support,Unknown,,,,33.89415248,35.49889684,I don't have a house in Beirut,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS344,MySay,Psychological & Social Support,Unknown,,,,33.89373521,35.52243468,Some damage,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS345,MySay,Psychological & Social Support,Unknown,,,,33.92734052,35.72133286,No,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS346,MySay,Psychological & Social Support,Unknown,,,,33.82793091,35.52171707,No,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS347,MySay,Psychological & Social Support,Unknown,,,,34.14004741,35.64589262,No,The death of a spouse/partner,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS348,MySay,Psychological & Social Support,Unknown,,,,33.89018714,35.52501082,Some damage,Relocation,
MS349,MySay,Psychological & Social Support,Unknown,,,,33.59331752,35.62219478,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS350,MySay,Psychological & Social Support,Unknown,,,,33.91475766,35.58325919,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS351,MySay,Psychological & Social Support,Unknown,,,,33.84992464,35.5100893,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS352,MySay,Psychological & Social Support,Unknown,,,,33.89543903,35.49823146,Some damage,Permanent disability,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS353,MySay,Psychological & Social Support,Unknown,,,,33.88504817,35.49608588,Some damage,Physical injury,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS354,MySay,Psychological & Social Support,Unknown,,,,33.76063396,35.47393307,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS355,MySay,Psychological & Social Support,Unknown,,,,34.33005869,35.93812466,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS356,MySay,Psychological & Social Support,Unknown,,,,33.89385859,35.52424908,I don't have a house in Beirut,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS357,MySay,Psychological & Social Support,Unknown,,,,33.84262865,35.52903946,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS358,MySay,Psychological & Social Support,Unknown,,,,33.89169225,35.53249701,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS359,MySay,Psychological & Social Support,Unknown,,,,33.85379803,35.50088448,No,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS360,MySay,Psychological & Social Support,Unknown,,,,33.89385859,35.52909851,Some damage,The death of a relative/close family member (ex. brother),"6::Strong / I was very scared, a large part of the furniture was smashed"
MS361,MySay,Psychological & Social Support,Unknown,,,,33.89361298,35.54471266,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS362,MySay,Psychological & Social Support,Unknown,,,,33.86969808,35.51495277,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS363,MySay,Psychological & Social Support,Unknown,,,,33.88267492,35.56548665,No,Permanent disability,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS364,MySay,Psychological & Social Support,Unknown,,,,33.77583385,35.47054835,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS365,MySay,Psychological & Social Support,Unknown,,,,33.88397771,35.53868267,I don't know,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS366,MySay,Psychological & Social Support,Unknown,,,,34.4344879,35.83149062,No,Permanent disability,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS367,MySay,Psychological & Social Support,Unknown,,,,33.89493242,35.52517447,Some damage,Physical injury,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS368,MySay,Psychological & Social Support,Unknown,,,,33.88737499,35.52085876,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS369,MySay,Psychological & Social Support,Unknown,,,,33.83398015,35.51553292,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS370,MySay,Psychological & Social Support,Unknown,,,,33.79469833,35.49232006,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS371,MySay,Psychological & Social Support,Unknown,,,,33.88374111,35.49897194,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS372,MySay,Psychological & Social Support,Unknown,,,,33.88198419,35.49227266,No,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS373,MySay,Psychological & Social Support,Unknown,,,,33.80465275,35.50286547,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS374,MySay,Psychological & Social Support,Unknown,,,,33.89817571,35.61957105,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS375,MySay,Psychological & Social Support,Unknown,,,,33.89753356,35.5467992,I don't have a house in Beirut,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS376,MySay,Psychological & Social Support,Unknown,,,,33.90253231,35.48210621,I don't have a house in Beirut,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS377,MySay,Psychological & Social Support,Unknown,,,,33.84414698,35.92642224,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS378,MySay,Psychological & Social Support,Unknown,,,,33.84364016,35.49848123,Total destruction,None of the above,
MS379,MySay,Psychological & Social Support,Unknown,,,,33.89955805,35.52583158,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS380,MySay,Psychological & Social Support,Unknown,,,,33.55713077,35.40116643,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS381,MySay,Psychological & Social Support,Unknown,,,,33.81174848,35.67228882,,,
MS382,MySay,Psychological & Social Support,Unknown,,,,33.88885651,35.52143153,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS383,MySay,Psychological & Social Support,Unknown,,,,33.91610656,35.68160682,No,None of the above,4::Weak/ It felt like a slight earthquake
MS384,MySay,Psychological & Social Support,Unknown,,,,33.83161061,35.54274693,No,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS385,MySay,Psychological & Social Support,Unknown,,,,33.89043578,35.50292186,Total destruction,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS386,MySay,Psychological & Social Support,Unknown,,,,33.84925308,35.50245182,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS387,MySay,Psychological & Social Support,Unknown,,,,33.63081897,35.51644608,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS388,MySay,Psychological & Social Support,Unknown,,,,34.44454323,35.85250999,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS389,MySay,Psychological & Social Support,Unknown,,,,33.85513041,35.5752637,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS390,MySay,Psychological & Social Support,Unknown,,,,33.88727082,35.63537036,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS391,MySay,Psychological & Social Support,Unknown,,,,33.88240219,35.50290909,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS392,MySay,Psychological & Social Support,Unknown,,,,33.86479075,35.51707903,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS393,MySay,Psychological & Social Support,Unknown,,,,33.88415753,35.49768013,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS394,MySay,Psychological & Social Support,Unknown,,,,33.86967445,35.53218608,I don't have a house in Beirut,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS395,MySay,Psychological & Social Support,Unknown,,,,33.7586512,35.52079258,I don't have a house in Beirut,Physical injury,
MS396,MySay,Psychological & Social Support,Unknown,,,,33.89256391,35.57298466,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS397,MySay,Psychological & Social Support,Unknown,,,,33.89758987,35.50961894,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS398,MySay,Psychological & Social Support,Unknown,,,,33.87193494,35.51657821,Some damage,Relocation,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS399,MySay,Psychological & Social Support,Unknown,,,,33.93181879,35.74594182,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
