OML UID,Entity / Source,Survey Type,Assignee,Zone,Supplier UID,Lat,Long,Status,BwS Status,Parcel (3ekar),Address,Neighborhood,Assignee
BwS168,Beb w Shebek,Shelter,,,AC-156,,,Referred,Referred,,"فسوح, شارع المطران غفرائيل, الاشرفية, بناية سانت ريتا, قرب مكتب المختار بيار صدقة",Achrafieh,BRICK BY BRICK
BwS169,Beb w Shebek,Shelter,,,AC-157,,,Referred,Referred,,"fassouh, st. louis street, harati bldg 6th floor",Achrafieh,
BwS170,Beb w Shebek,Shelter,,,AC-158,33.895111,35.532597,Referred,Referred,1054,"geitawi, youssef nahra bldg, 6th floor",Achrafieh,ANDREA
BwS171,Beb w Shebek,Shelter,,,AC-159,,,Referred,Referred,,"fassouh, st. louis street, jbara bldg, 3rd floor",Achrafieh,
BwS172,Beb w Shebek,Shelter,,,AC-160,33.890530,35.526070,Referred,Referred,,"near sayde church, samir hasbini building, ground floor",Achrafieh,
BwS173,Beb w Shebek,Shelter,,,AC-161,,,Referred,Referred,,forn khachan street - bldg barouki - next to IPT,Achrafieh,
BwS174,Beb w Shebek,Shelter,,,AC-162,33.891638,35.526549,Referred,Referred,4558,"st louis street, toufic harati blg next to chahroury station 2nd floor",Achrafieh,STEVEN
BwS175,Beb w Shebek,Shelter,,,AC-163,,,Referred,Referred,4290,"sayde church, karam zeitoun street, shamaa bldg, 5th floor",Achrafieh,
BwS176,Beb w Shebek,Shelter,,,AC-165,,,Referred,Referred,3452,"sessine salin baz street, nicolas khayat bldg, gf",Achrafieh,
BwS177,Beb w Shebek,Shelter,,,AC-166,33.894493,35.522434,Referred,Referred,749,"mansour dahdah street, victor dahda bldg",Achrafieh,STEVEN
BwS178,Beb w Shebek,Shelter,,,AC-167,33.891377,35.517239,Referred,Referred,4171,"mar mitr,supermarket dfouni bldg",Achrafieh,
BwS179,Beb w Shebek,Shelter,,,AC-168,33.883144,35.521175,Referred,Referred,,"behind hotel dieu, seryan street, above snack peter, 2nd floor",Achrafieh,STEVEN
BwS180,Beb w Shebek,Shelter,,,AC-169,33.887657,35.530331,Completed,Completed,Ac_4066,"ghab street, antoine salameh bldg",Achrafieh,STEVEN
BwS181,Beb w Shebek,Shelter,,,AC-170,33.889244,35.514580,Referred,Referred,2077,,Achrafieh,
BwS182,Beb w Shebek,Shelter,,,AC-171,33.892417,35.529194,Not Started,Not Started,Ac_4387,"rue sayde, kalaani bldg",Achrafieh,
BwS183,Beb w Shebek,Shelter,,,AC-172,33.894890,35.522152,Referred,Referred,717,"accaoui street, before roum hospital, grey building 6th floor",Achrafieh,
BwS184,Beb w Shebek,Shelter,,,AC-173,33.885174,35.518139,Completed,Completed,Ac_313,"adib ishaac street, next to mar youhana church, 3rd building after the new ashrafieh spinneys, hseib abou zeid bldg, 2nd floor",Achrafieh,STEVEN
BwS185,Beb w Shebek,Shelter,,,AC-174,33.891449,35.517444,Completed,Completed,Ac_4171,"salim bistro street, leila merehbi bldg above mini market dfouni, 6th floor",Achrafieh,ALEX
BwS186,Beb w Shebek,Shelter,,,AC-175,33.890072,35.525398,Completed,Completed,Ac_28,"fassouh st, zaroub before charour station, same building as boutique nehme",Achrafieh,STEVEN
BwS187,Beb w Shebek,Shelter,,,AC-176,,,Referred,Referred,,strt facing Nation station- 1st cross road - 1st bldg on the right- 2nd floor,Achrafieh,
BwS188,Beb w Shebek,Shelter,,,AC-177,33.891459,35.517141,Completed,Completed,Ac_4172/12,"Fawaz building 3rd floor, above constantine jewelry and elie matta",Achrafieh,GROUP 01
BwS189,Beb w Shebek,Shelter,,,AC-178,33.882455,35.515803,Completed,Completed,Ac_4135,"al mrouj street, michel doumat bldg, 1st floor",Achrafieh,GROUP 01
BwS190,Beb w Shebek,Shelter,,,AC-179,33.883305,35.521843,Completed,Completed,Ac_5181/16,"raii saleh street, musta2bal bldg, next to st george towers",Achrafieh,GROUP 01
BwS191,Beb w Shebek,Shelter,,,AC-180,33.885304,35.517624,Completed,Completed,Ac_349,"albert khayyat street, haddad bldg, 4th floor",Achrafieh,GROUP 01
BwS192,Beb w Shebek,Shelter,,,AC-181,33.891003,35.521751,Completed,Completed,Ac_4033/813,near mar mitr church,Achrafieh,GROUP 01
BwS193,Beb w Shebek,Shelter,,,AC-182,33.889294,35.524288,Completed,Completed,Ac_310/8,"fassouhe, motran atallah street, georges matta bldg ",Achrafieh,GROUP 01
BwS194,Beb w Shebek,Shelter,,,AC-183,33.888180,35.521755,Completed,Completed,Ac_323,"mar mitr, adib nahas street, salim boulos bldg, 1st floor",Achrafieh,GROUP 01
BwS195,Beb w Shebek,Shelter,,,AC-184,,,Not Started,Not Started,81,fasouh chahrouri - bit fout men zaroub le kadi - next to madrase rasmiyeh,Achrafieh,
BwS196,Beb w Shebek,Shelter,,,AC-185,33.887031,35.527656,Completed,Completed,Ac_526,saydeh street -kassouh Mouzwar,Achrafieh,POLO
BwS197,Beb w Shebek,Shelter,,,AC-186,,,Completed,Completed,Ac_40/6,"bldg st rita floor 3, Knisit l sayde after mafra2 abeille d'or ",Achrafieh,POLO
BwS198,Beb w Shebek,Shelter,,,AC-187,,,Completed,Completed,Re_526,next to room hospital ,Achrafieh,POLO
BwS199,Beb w Shebek,Shelter,,,AC-188,,,Referred,Referred,,wa2ef lseryen next to jewish cemetery ,Achrafieh,
BwS200,Beb w Shebek,Shelter,,,AC-189,33.887299,35.508217,Referred,Referred,1400,"monot street, fouad hayek bldg, 5th floor",Achrafieh,
BwS201,Beb w Shebek,Shelter,,,AC-190,,,Referred,Referred,1717,Salim Boustrous strt -313 bldg  - 2nd floor ,Achrafieh,STUDIO CARAMEL
BwS202,Beb w Shebek,Shelter,,,AC-191,33.894988,35.523316,Completed,Completed,Re_680,"roum hospital, khazinein road, beside mim's burger",Achrafieh,ALEX
BwS203,Beb w Shebek,Shelter,,,AC-191/1,33.894988,35.523316,Referred,Referred,Re_680,"next to room hospital, beside mim's burger",Achrafieh,ALEX
BwS204,Beb w Shebek,Shelter,,,AC-192,33.892891,35.515732,In Progress,In Progress,Re_71,"sursock, trad street, behind villa sursock, rizk bldg, 2nd floor.",Achrafieh,GROUP 30
BwS205,Beb w Shebek,Shelter,,,AC-194,33.888206,35.513516,Completed,Completed,Ac_653,soeurs choueirites bldg 5th floor,Achrafieh,STEVEN
BwS206,Beb w Shebek,Shelter,,,AC-195,33.889263,35.525944,Completed,Completed,Ac_52/18,"motran street, michel neeme bldg, 5th floor",Achrafieh,JOEY
BwS207,Beb w Shebek,Shelter,,,AC-196,,,Completed,Completed,Ac_131,Abou Shalsh building 8th floor,Achrafieh,POLO
BwS208,Beb w Shebek,Shelter,,,AC-197,,,Referred,Referred,4861,"karm el zeitoun, batriark tahan street, olive garden bldg",Achrafieh,
BwS209,Beb w Shebek,Shelter,,,AC-199,33.894344,35.512417,Completed,Completed,Re_265,"sursock, rue st. antonios, akiki bldg 3rd floor",Achrafieh,BE BEIRUT
BwS210,Beb w Shebek,Shelter,,,AC-200,33.883534,35.527260,Not Started,Not Started,Ac_3919/11,"facing laboratory ghorra, last building in the street facing sioufi garden",Achrafieh,
BwS211,Beb w Shebek,Shelter,,,AC-201,33.884407,35.520046,In Progress,In Progress,Ac_4989/6,Achrafie- sessine - liban post road- after bet l kata2eb- ekhir bineye 3a yamin- choucair bldg- 1st floor,Achrafieh,STUDIO CARAMEL
BwS212,Beb w Shebek,Shelter,,,AC-202,33.893205,35.523113,Completed,Completed,Re_529/9,Before room hospital on ur left bldg elrim - bldg naza otique -2nd floor,Achrafieh,ANDREA
BwS213,Beb w Shebek,Shelter,,,AC-203,33.893205,35.523113,Completed,Completed,Re_529/10,Before room hospital on ur left bldg elrim - bldg naza otique - 2nd floor,Achrafieh,ANDREA
BwS214,Beb w Shebek,Shelter,,,AC-204,33.892998,35.525105,Referred,Referred,Re_2206,next to sagesse school - buffalo bldg - 2nd floor,Achrafieh,STUDIO CARAMEL
BwS215,Beb w Shebek,Shelter,,,AC-205,,,Completed,Completed,,KARM EL ZAITOUN BHEJ GALERIE BOULOS FI MAFRA2 BLDG MAHMASIT JIHAN 2ND FLOOR ,Achrafieh,CHRISTOPHE
BwS216,Beb w Shebek,Shelter,,,AC-206,33.892109,35.516861,Referred,Referred,47,,Achrafieh,TIMA
BwS217,Beb w Shebek,Shelter,,,AC-207,33.887707,35.530838,Completed,Completed,Ac_4067,"karm zeitoun, sheri3 ghab, bineyet yelli had el mahmaset jihan, 3amadkhal el bineye fi temsel 3adra, 4th floor",Achrafieh,TIMA
BwS218,Beb w Shebek,Shelter,,,AC-208,33.889530,35.524925,Referred,Referred,Ac_114/22,,Achrafieh,STUDIO CARAMEL
BwS219,Beb w Shebek,Shelter,,,AC-209,33.889417,35.524833,Completed,Completed,Ac_119/24, فسوح شارع المطران عطالله بناية رحمة الطابق الخامس  ريشار شماع,Achrafieh,TIMA
BwS220,Beb w Shebek,Shelter,,,AC-210,33.892624,35.533428,Completed,Completed,Ac_1624,"Nahr Badawi Street, after gloria pharmacy, 2nd building (184) to the right 3rd floor",Achrafieh,ALEX
BwS221,Beb w Shebek,Shelter,,,AC-211,33.889374,35.524280,In Progress,In Progress,Ac_210,,Achrafieh,GROUP 30
BwS222,Beb w Shebek,Shelter,,,AC-212,33.894451,35.515019,Completed,Completed,Re_2171,phoenicia building,Gmmayzeh,JOELLE
BwS223,Beb w Shebek,Shelter,,,AC-213,33.893620,35.525326,Completed,Completed,Re_2202,"jardin jesuite street, next to roum hospital, joseph aboud bldg, 5th floor",Achrafieh,CHRISTOPHE
BwS224,Beb w Shebek,Shelter,,,AC-214,33.891229,35.522267,Completed,Completed,Ac_4033,mar mitr - mazar mar charbel mafra2 l joua - bldg azzam - 5th floor ,Achrafieh,GATSELERIA
BwS225,Beb w Shebek,Shelter,,,AC-215,33.890247,35.518425,Completed,Completed,Ac_559,,Achrafieh,POLO
BwS226,Beb w Shebek,Shelter,,,AC-216,,,Completed,Completed,Ac_4481,Barbar nassar assosiation,Achrafieh,POLO
BwS227,Beb w Shebek,Shelter,,,AC-217,33.894856,35.524670,Referred,Referred,669/8,,Achrafieh,
BwS228,Beb w Shebek,Shelter,,,AC-218,33.892517,35.532791,Completed,Completed,Ac_4000,"tohme bldg, 2nd floor",Achrafieh,CALINE
BwS229,Beb w Shebek,Shelter,,,AC-218/1,33.892517,35.532791,Completed,Completed,Ac_4000,"tohme bldg, 2nd floor",Achrafieh,CALINE
BwS230,Beb w Shebek,Shelter,,,AC-219,33.885583,35.520972,Referred,Referred,1753/18,,Achrafieh,CALINE
BwS231,Beb w Shebek,Shelter,,,AC-220,33.889095,35.530556,Referred,Referred,Ac_3264,"karm lzeitoun, ghab street, bachaalani bldg, 1st floor",Achrafieh,LEA AOUN
BwS232,Beb w Shebek,Shelter,,,AC-221,33.885253,35.514984,Referred,Referred,1400 OR 310,"zahar street, abdel amir bldg, 3rd floor",Achrafieh,GROUP 30
BwS233,Beb w Shebek,Shelter,,,AC-222,33.890209,35.515251,Completed,Completed,Ac_580,zahrit el ehsan next to bashir gemyel house ,Achrafieh,ALEX
BwS234,Beb w Shebek,Shelter,,,AC-223,33.889521,35.515954,Completed,Completed,Ac_5244/36,"facing abc, near berty pharmacy",Achrafieh,CALINE
BwS235,Beb w Shebek,Shelter,,,AC-224,33.894016,35.515251,In Progress,In Progress,Re_306,"st nicolas, sursock street, aoun bldg, facing sursoc palace, ground floor",Achrafieh,CALINE
BwS236,Beb w Shebek,Shelter,,,AC-225,33.895504,35.523663,Referred,Referred,2392/12,"near st. georges hospital, yusuf sursock street, kilikian bldg, 2nd floor",Achrafieh,
BwS237,Beb w Shebek,Shelter,,,AC-226,33.894556,35.524694,Referred,Referred,Re_2182/8,"facing Saint George's  hospital (Room) and BLOM Bank. Al Rafeh building, 4th floor. (",Achrafieh,
BwS238,Beb w Shebek,Shelter,,,AC-227,33.880257,35.517975,Referred,Referred,1021,"facing hotel dieu, mar uoussef bldg, block b",Achrafieh,CALINE
BwS239,Beb w Shebek,Shelter,,,AC-228,33.890794,35.514618,Completed,Completed,Ac_1134,"abdelhadi street, furn al hayek area, gharzouzi building, 5th floor",Achrafieh,NOUR
BwS240,Beb w Shebek,Shelter,,,AC-229,33.891060,35.528526,Completed,Completed,Ac_4572,,Achrafieh,POLO
BwS241,Beb w Shebek,Shelter,,,AC-230,,,Referred,Referred,2392/17 ,rmeil - sheri3 e khazinen bldg kilikian ,Achrafieh,
BwS242,Beb w Shebek,Shelter,,,AC-231,,,Referred,Referred,,Sheri3 sassine bi wejj furn el kfoury bldg abou assi 3rd floor ,Achrafieh,
BwS243,Beb w Shebek,Shelter,,,AC-232,33.888226,35.525688,Referred,Referred,1361,independence street,Achrafieh,TIMA
BwS244,Beb w Shebek,Shelter,,,AC-233,33.892033,35.521053,Completed,Completed,Re_488/14,"Sagesse street, Abdel Jalil bldg (same bldg as restaurant Leil Nhar)",Achrafieh,LILI
BwS245,Beb w Shebek,Shelter,,,AC-234,,,Completed,Completed,,"abdel wahab, rue raymond khalifeh, facing tsunamie restau, 1st floor",Achrafieh,BE BEIRUT
BwS246,Beb w Shebek,Shelter,,,AC-235,33.885094,35.517635,Completed,Completed,Ac_4934/4,"sassine street, mafra2 spinneys",Achrafieh,JOEY
BwS247,Beb w Shebek,Shelter,,,AC-236,,,Referred,Referred,3985,"baddawi street, behind kniset lkiyama for the arman orthodox",Achrafieh,
BwS248,Beb w Shebek,Shelter,,,AC-237,,,Referred,Referred,69/28,"next to st. nicolas church, la tour bldg - 5th floor",Achrafieh,LILI
BwS249,Beb w Shebek,Shelter,,,AC-238,33.890797,35.528828,Referred,Referred,Ac_4570,"st therese street, chafik bakhach street - 3rd floor",Achrafieh,
BwS250,Beb w Shebek,Shelter,,,AC-239,33.889484,35.524349,Completed,Completed,Ac_303,"fassouh, motran atallah street, nabih nassar bldg - 2nd floor",Achrafieh,LILI
BwS251,Beb w Shebek,Shelter,,,AC-240,33.892544,35.513371,Completed,Completed,Re_125,"mar nicolas, najib trad street, wardeh bldg next to mandaloun cafe",Achrafieh,LILI
BwS252,Beb w Shebek,Shelter,,,AC-241,33.890034,35.513477,Completed,Completed,Ac_1171,"furn el hayek, ghandour al saad street - 2nd floor",Achrafieh,JOEY
BwS253,Beb w Shebek,Shelter,,,AC-242,33.890910,35.516465,Referred,Referred,Ac_4170/7,"gabriel khabbaz street, georges zahar bldg - 1st floor",Achrafieh,
BwS254,Beb w Shebek,Shelter,,,AC-243,33.886629,35.518141,Referred,Referred,Ac_4108,"elias sarkis street, next to mr. brown",Achrafieh,
BwS255,Beb w Shebek,Shelter,,,AC-244,33.887787,35.513218,Completed,Completed,Ac_580,,Achrafieh,ALEX
BwS256,Beb w Shebek,Shelter,,,AC-245,33.893021,35.513050,In Progress,In Progress,Re_187,"tabaris, chafic mouayad street, allam building",Achrafieh,JOEY
BwS257,Beb w Shebek,Shelter,,,AC-246,33.890076,35.508186,In Progress,Assessed,,"cezar el helou building, right by usj",Achrafieh,MIKE
BwS258,Beb w Shebek,Shelter,,,AC-247,33.884724,35.522083,Referred,Referred,Ac_2637,"next to aust, ra3i saleh street, jaklis bldg",Achrafieh,
BwS259,Beb w Shebek,Shelter,,,AC-248,33.892389,35.519306,Referred,Referred,Re_410/13,georges kanaan bldg,Achrafieh,
BwS260,Beb w Shebek,Shelter,,,AC-249,33.891922,35.513306,Referred,Referred,Re_136,"tabaris, selim boutros street, georges tabet bldg",Achrafieh,
BwS261,Beb w Shebek,Shelter,,,AC-250,33.887829,35.510666,Referred,Referred,Ac_3559,joseph aswad bldg,Achrafieh,
BwS262,Beb w Shebek,Shelter,,,AC-251,33.889980,35.526771,Referred,Referred,Ac_83,"fassouh, charoure, share3 elghabe",Achrafieh,ROTARY
BwS263,Beb w Shebek,Shelter,,,AC-252,33.882103,35.515638,Completed,Completed,Ac_4122,"lycee francais street, kalot bldg",Achrafieh,ZEINA BEKHAZI
BwS264,Beb w Shebek,Shelter,,,AC-253,,,Referred,Referred,,Achrafieh Rue Andraos en Face de l’eglise st joseph et de l’ecole Sagesse immeuble Abi Aad,Achrafieh,
BwS265,Beb w Shebek,Shelter,,,AC-254,33.893204,35.532387,In Progress,In Progress,Ac_1643/20,"badawi, asad restom street, next to saydit lmalayke",Achrafieh,JOEY
BwS266,Beb w Shebek,Shelter,,,AC-255,33.887978,35.537647,In Progress,In Progress,Bo_4220/59,"HSEIN HODROJ BLDG,",Bourj Hammoud,JOEY
BwS267,Beb w Shebek,Shelter,,,AC-256,,,Referred,Referred,Ac_159/92,"sioufi, ghazalieh street, antoun haykal bldg",Achrafieh,ROTARY
BwS268,Beb w Shebek,Shelter,,,AC-257,33.887262,35.521214,In Progress,In Progress,Ac_3483,"sassine, hsein khattar bldg",Achrafieh,JOEY
BwS269,Beb w Shebek,Shelter,,,AC-257/1,33.887262,35.521214,In Progress,In Progress,Ac_3483,"sassine, hsein khattar bldg",Achrafieh,JOEY
BwS270,Beb w Shebek,Shelter,,,AC-259,33.891503,35.514719,In Progress,In Progress,Ac_1137,"SELIM boutros street, el aam building",Achrafieh,JOEY
BwS271,Beb w Shebek,Shelter,,,AC-260,33.894287,35.528824,Referred,Referred,,"room hospital street, next to mini market mahfouz ",Achrafieh,
BwS272,Beb w Shebek,Shelter,,,AC-261,33.892082,35.512859,Completed,Completed,Re_1066,"tabaris, karkour bldg",Achrafieh,JOEY
BwS273,Beb w Shebek,Shelter,,,AC-262,33.892410,35.530224,Completed,Completed,Re_1479,"khalil al badawi street, abou darwish building",Achrafieh,BE BEIRUT
BwS274,Beb w Shebek,Shelter,,,AC-263,33.892410,35.530224,Completed,Completed,Re_2115,"al marsad street, maalouf building",Achrafieh,BE BEIRUT
BwS275,Beb w Shebek,Shelter,,,AC-264,33.884892,35.515942,Referred,Referred,Ac_3949,"next to rizk hosp, victor khoury street, rafic zeineddine bldg",Achrafieh,
BwS276,Beb w Shebek,Shelter,,,AC-265,33.890690,35.526798,Completed,Completed,Ac_85/7,"chahroury,next to st. peter and paul church",Achrafieh,BE BEIRUT
BwS277,Beb w Shebek,Shelter,,,AC-267,33.891022,35.522266,Completed,Completed,Ac_4033/10,"mar louis street, zaroub mar meter, azzam bldg",Achrafieh,BE BEIRUT
BwS278,Beb w Shebek,Shelter,,,AC-268,33.887150,35.511608,Completed,Completed,Ac_3716,"baydoun street, salah el hachem building next to blf",Achrafieh,BE BEIRUT
BwS279,Beb w Shebek,Shelter,,,AC-269,33.889523,35.524536,Referred,Referred,Ac_147,"fassouh, motran atallah street, wa2ef lseryan bldg",Achrafieh,BE BEIRUT
BwS280,Beb w Shebek,Shelter,,,AC-271,33.888612,35.527468,Completed,Completed,Ac_2951,karm el zeitoun,Achrafieh,BE BEIRUT
BwS281,Beb w Shebek,Shelter,,,AC-272,,,In Progress,In Progress,Ac_2468/17,,Achrafieh,MARIANA
BwS282,Beb w Shebek,Shelter,,,AC-273,33.884711,35.526634,Completed,Completed,Ac_3338/7,"sioufi, next to jbara pharmacy, jbeily bldg",Achrafieh,BE BEIRUT
BwS283,Beb w Shebek,Shelter,,,AC-274,33.884518,35.520592,In Progress,In Progress,Ac_4984,"sassine street, panorama building",Achrafieh,BE BEIRUT
BwS284,Beb w Shebek,Shelter,,,AC-275,33.886757,35.528732,Referred,Referred,Ac_4466,"issa maalouf street, chamigian bldg, near LU",Achrafieh,BE BEIRUT
BwS285,Beb w Shebek,Shelter,,,AC-276,33.886593,35.526653,Referred,Referred,Ac_131,"adib nahas street, santa maria bldg",Achrafieh,BE BEIRUT
BwS286,Beb w Shebek,Shelter,,,AC-277,33.889519,35.524761,Completed,Completed,Ac_119/15,"fassouh, moutran atallah street, rahme building",Achrafieh,NOUR
BwS287,Beb w Shebek,Shelter,,,AC-278,,,Referred,Referred,1701/12,"kobayat street, linda el zayek building",Achrafieh,NOUR
BwS288,Beb w Shebek,Shelter,,,AC-279,33.892311,35.526939,Completed,Completed,Re_856/15,"rmeil, shoukri shoukeir street, behind coin market, mansour el rif building",Achrafieh,NOUR 
BwS289,Beb w Shebek,Shelter,,,AC-279/1,33.892311,35.526939,Completed,Completed,Re_856,"rmeil, shoukri shoukeir street, behind coin market, mansour el rif building",Achrafieh,NOUR 
BwS290,Beb w Shebek,Shelter,,,AC-280,33.891121,35.514954,Referred,Referred,Ac_4678,"RUE chukry assly, kassab wnajem building next to jnaynit mar nicolas",Achrafieh,
BwS291,Beb w Shebek,Shelter,,,AC-281,33.891949,35.524952,Completed,Completed,Re_1157,,Achrafieh,NATION STATION
BwS292,Beb w Shebek,Shelter,,,AC-282,33.888836,35.527748,Referred,Referred,Ac_2965,"alghab street, ATTIEH BUILDING",Achrafieh,NOUR
BwS293,Beb w Shebek,Shelter,,,AC-283,33.889122,35.526138,Completed,Completed,Ac_2091,karm lzeitoun next to bachir,Achrafieh,NOUR 
BwS294,Beb w Shebek,Shelter,,,AC-284,33.888786,35.530148,In Progress,In Progress,Ac_3235,7th Street,Achrafieh,BE BEIRUT
BwS295,Beb w Shebek,Shelter,,,AC-285,33.889408,35.524685,Referred,Referred,Ac_119,"metran atallah street, rahme building, next to mokhtar haddad",Achrafieh,
BwS296,Beb w Shebek,Shelter,,,AC-286,33.890057,35.526741,Completed,Completed,Ac_79/26,makdessy bldg,Achrafieh,MIKE
BwS297,Beb w Shebek,Shelter,,,AC-287,33.890751,35.528496,Completed,Completed,Ac_4572/9,"chahroury, assaf building",Achrafieh,MIKE
BwS298,Beb w Shebek,Shelter,,,AC-288,33.890820,35.517567,Referred,Referred,Ac_4105,"zahret al ihsan street, philippe balade. bldg with green abat jours",Achrafieh,MIKE
BwS299,Beb w Shebek,Shelter,,,AC-289,,,Completed,Completed,,,Achrafieh,MARIANA
BwS300,Beb w Shebek,Shelter,,,AC-290,33.888546,35.526600,Completed,Completed,Ac_4289/3,"karm el zeitoun, tabbal street, simon khadrian bldg",Achrafieh,MIKE
BwS301,Beb w Shebek,Shelter,,,AC-291,33.888806,35.523980,Completed,Completed,Ac_4395,azariye street,Achrafieh,BE BEIRUT
BwS302,Beb w Shebek,Shelter,,,AC-292,33.884930,35.525158,Completed,Completed,Ac_3791/22,"sioufi, ghazaliyeh street, tanios abou khalil bldg",Achrafieh,MIKE
BwS303,Beb w Shebek,Shelter,,,AC-293,33.891483,35.517021,Completed,Completed,Re_49,"St Nicholas, Deboutros Street near SO restaurant, 1st floor",Badaro,BE BEIRUT
BwS304,Beb w Shebek,Shelter,,,AC-294,33.881997,35.515835,Completed,Completed,Ac_4122,BI WEJJ EL LYCEE GF BALCON HADID TENE BINEYE SHBEBIK ZERE2,Achrafieh,LEA AOUN
BwS305,Beb w Shebek,Shelter,,,AC-295,33.891743,35.524280,In Progress,In Progress,Re_1168,habib sabbagh bldg,Achrafieh,MIKE
BwS306,Beb w Shebek,Shelter,,,AC-296,,,Referred,Referred,857/13,"fassouh, st. louis street, st. louis building",Achrafieh,MIKE
BwS307,Beb w Shebek,Shelter,,,AC-297,33.887569,35.530327,Referred,Referred,Ac_4066,"ghabe street, karm el zeitoun, antoin salame bldg",Achrafieh,MIKE
BwS308,Beb w Shebek,Shelter,,,AC-298,33.891285,35.519016,Referred,Referred,Re_22,"mar mitr street, juraidini escalope bldg",Achrafieh,MIKE
BwS309,Beb w Shebek,Shelter,,,AC-299,33.893417,35.525021,Referred,Referred,Re_2204/8,"left street after roum emergency,facing snack abu fadi, jabour bldg",Achrafieh,
BwS310,Beb w Shebek,Shelter,,,AC-300,33.888083,35.528000,Completed,Completed,Ac_4861/20,"olive garden building, block b",Achrafieh,MIKE
BwS311,Beb w Shebek,Shelter,,,AC-301,,,Referred,Referred,Re_417,"behind motraniyet lmwarneh, hikmeh bldg",Achrafieh,
BwS312,Beb w Shebek,Shelter,,,AC-302,33.892479,35.533009,Referred,Referred,Ac_4000,"rmeil, badawi street, daoud tohme bldg, mnajid sayarat bl bineye",Achrafieh,MIKE
BwS313,Beb w Shebek,Shelter,,,AC-303,,,Completed,Completed,Ac_4526/21,"next to gallery boulos, kisonarjes building, has a snake drawn on the wall",Achrafieh,ALEX
BwS314,Beb w Shebek,Shelter,,,AC-304,33.893418,35.520010,In Progress,In Progress,Me_12/17,"pasteur street, taxi alfa bldg next to haddad hospital (rosaire)",Achrafieh,ANDREA
BwS315,Beb w Shebek,Shelter,,,AC-305,33.890568,35.528755,Referred,Referred,Ac_4570,chahrouri street,Achrafieh,
BwS316,Beb w Shebek,Shelter,,,AC-306,33.892517,35.532726,Referred,Referred,Ac_4000,"khalil al badawi street, daoud tohme bldg",Achrafieh,ANDREA
BwS317,Beb w Shebek,Shelter,,,AC-307,33.881035,35.521156,In Progress,In Progress,Ac_2020,hay lsiryen,Achrafieh,BE BEIRUT
BwS318,Beb w Shebek,Shelter,,,AC-308,33.884892,35.515942,Referred,Referred,Ac_3949,"next to rizk hosp, victor khoury street, rafic zeineddine bldg",Achrafieh,
BwS319,Beb w Shebek,Shelter,,,AC-309,33.881771,35.515820,Completed,Completed,Ac_4122/15,"lycee francais street, calot bldg",Achrafieh,BE BEIRUT
BwS320,Beb w Shebek,Shelter,,,AC-310,,,Referred,Referred,,,Achrafieh,BE BEIRUT
BwS321,Beb w Shebek,Shelter,,,AC-311,33.884373,35.519188,Completed,Completed,Ac_3863,"adib lshak street, haddad bldg",Achrafieh,ALEX
BwS322,Beb w Shebek,Shelter,,,AC-312,33.889065,35.528648,Referred,Referred,Ac_2987,"karm lzeitoun, ghabi street, george touma bldg",Achrafieh,ANDREA
BwS323,Beb w Shebek,Shelter,,,AC-313,33.892083,35.514167,Completed,Completed,Re_136,"tabariz, salim boutros street, george tabet bldg",Achrafieh,ANDREA
BwS324,Beb w Shebek,Shelter,,,AC-314/1,33.882149,35.517342,Completed,Completed,Ac_4194/11,"Adib ishaac street, youssefhabib elhaj building",Achrafieh,MAZEN ASSAAD
BwS325,Beb w Shebek,Shelter,,,AC-314/2,33.882149,35.517342,Completed,Completed,Ac_4194/13,"Adib ishaac street, youssefhabib elhaj building",Achrafieh,MAZEN ASSAAD
BwS326,Beb w Shebek,Shelter,,,AC-314/3,33.882149,35.517342,Completed,Completed,Ac_4194/14,"Adib ishaac street, youssefhabib elhaj building",Achrafieh,MAZEN ASSAAD
BwS327,Beb w Shebek,Shelter,,,AC-315,33.889944,35.526861,Completed,Completed,Ac_82,"charoury, elghabi street, khouty bldg",Achrafieh,ZEINA BEKHAZI
BwS328,Beb w Shebek,Shelter,,,AC-316,33.887917,35.530389,In Progress,Assessed,Ac_4048/10,"alghabe street, salim jabbour bldg",Achrafieh,STEVEN
BwS329,Beb w Shebek,Shelter,,,AC-317,33.889236,35.526287,Referred,Referred,,"karm el zeitoun, nehme bldg",Achrafieh,TIMA
BwS330,Beb w Shebek,Shelter,,,AC-318,33.881023,35.521160,Completed,Completed,Ac_2020,serian street,Achrafieh,TIMA
BwS331,Beb w Shebek,Shelter,,,AC-319,33.890774,35.521995,In Progress,In Progress,Ac_4029,behind spinneys,Achrafieh,TIMA
BwS332,Beb w Shebek,Shelter,,,AC-320,33.889095,35.530556,Completed,Completed,Ac_3119,,Achrafieh,TIMA
BwS333,Beb w Shebek,Shelter,,,AC-321,33.882484,35.516846,In Progress,In Progress,Ac_2376/9,"hotel dieu, makdesi area, abo mona bldg",Achrafieh,ZEINA BEKHAZI
BwS334,Beb w Shebek,Shelter,,,AC-322,33.887447,35.510536,Referred,Referred,1555/5,"sodeco, naccache street, sanine bldg",Achrafieh,ZEINA BEKHAZI
BwS335,Beb w Shebek,Shelter,,,AC-323,33.882427,35.516731,In Progress,In Progress,Ac_2377,"achrafieh, behind siyar ldarak, nouaihed bldg",Achrafieh,MIKE
